id,label
1159,0
1160,2
1161,6
1162,0
1163,4
1164,4
1165,5
1166,0
1167,0
1168,6
1169,0
1170,5
1171,2
1172,3
1173,2
1174,3
1175,4
1176,0
1177,5
1178,2
1179,0
1180,3
1181,6
1182,3
1183,4
1184,6
1185,5
1186,3
1187,6
1188,4
1189,3
1190,2
1191,2
1192,3
1193,0
1194,2
1195,5
1196,2
1197,1
1198,3
1199,3
1200,2
1201,5
1202,6
1203,6
1204,4
1205,4
1206,3
1207,4
1208,6
1209,0
1210,3
1211,5
1212,6
1213,3
1214,3
1215,4
1216,2
1217,3
1218,5
1219,6
1220,3
1221,0
1222,2
1223,2
1224,6
1225,3
1226,4
1227,4
1228,2
1229,6
1230,6
1231,5
1232,5
1233,0
1234,6
1235,6
1236,3
1237,3
1238,0
1239,3
1240,0
1241,0
1242,0
1243,5
1244,6
1245,5
1246,5
1247,4
1248,5
1249,5
1250,3
1251,4
1252,2
1253,2
1254,3
1255,6
1256,3
1257,3
1258,3
1259,2
1260,6
1261,4
1262,0
1263,4
1264,4
1265,3
1266,3
1267,2
1268,4
1269,6
1270,3
1271,4
1272,6
1273,0
1274,4
1275,5
1276,4
1277,4
1278,6
1279,3
1280,5
1281,0
1282,3
1283,5
1284,0
1285,6
1286,4
1287,2
1288,5
1289,0
1290,6
1291,4
1292,5
1293,4
1294,3
1295,4
1296,5
1297,5
1298,4
1299,5
1300,6
1301,6
1302,3
1303,6
1304,2
1305,5
1306,3
1307,4
1308,6
1309,3
1310,3
1311,5
1312,3
1313,0
1314,2
1315,0
1316,2
1317,3
1318,3
1319,0
1320,2
1321,6
1322,6
1323,1
1324,3
1325,3
1326,6
1327,6
1328,5
1329,2
1330,4
1331,4
1332,4
1333,4
1334,0
1335,3
1336,4
1337,5
1338,6
1339,2
1340,3
1341,0
1342,6
1343,4
1344,6
1345,3
1346,3
1347,3
1348,6
1349,0
1350,6
1351,4
1352,3
1353,6
1354,0
1355,3
1356,6
1357,2
1358,5
1359,6
1360,6
1361,2
1362,5
1363,5
1364,5
1365,6
1366,2
1367,2
1368,4
1369,4
1370,4
1371,4
1372,5
1373,0
1374,2
1375,5
1376,0
1377,6
1378,5
1379,0
1380,3
1381,4
1382,3
1383,3
1384,6
1385,4
1386,3
1387,2
1388,3
1389,3
1390,3
1391,0
1392,3
1393,3
1394,6
1395,4
1396,3
1397,3
1398,3
1399,5
1400,6
1401,6
1402,3
1403,5
1404,3
1405,3
1406,3
1407,3
1408,4
1409,0
1410,3
1411,0
1412,4
1413,2
1414,2
1415,6
1416,6
1417,6
1418,3
1419,5
1420,3
1421,6
1422,3
1423,4
1424,5
1425,0
1426,6
1427,0
1428,5
1429,3
1430,2
1431,2
1432,3
1433,5
1434,4
1435,4
1436,2
1437,5
1438,6
1439,2
1440,0
1441,4
1442,2
1443,5
1444,3
1445,2
1446,0
1447,2
1448,6
1449,4
1450,4
1451,0
1452,6
1453,3
1454,3
1455,2
1456,0
1457,3
1458,3
1459,3
1460,4
1461,5
1462,6
1463,0
1464,2
1465,3
1466,3
1467,3
1468,5
1469,5
1470,4
1471,3
1472,2
1473,6
1474,4
1475,6
1476,0
1477,0
1478,3
1479,2
1480,0
1481,5
1482,2
1483,6
1484,3
1485,0
1486,1
1487,2
1488,4
1489,6
1490,3
1491,6
1492,3
1493,2
1494,6
1495,2
1496,2
1497,2
1498,1
1499,4
1500,2
1501,6
1502,4
1503,2
1504,5
1505,6
1506,0
1507,3
1508,3
1509,0
1510,0
1511,6
1512,6
1513,4
1514,6
1515,6
1516,5
1517,5
1518,0
1519,3
1520,0
1521,0
1522,5
1523,2
1524,4
1525,6
1526,4
1527,0
1528,3
1529,6
1530,5
1531,2
1532,3
1533,3
1534,5
1535,3
1536,3
1537,6
1538,3
1539,3
1540,3
1541,4
1542,6
1543,1
1544,3
1545,6
1546,6
1547,3
1548,3
1549,6
1550,4
1551,3
1552,3
1553,4
1554,0
1555,3
1556,4
1557,4
1558,3
1559,2
1560,4
1561,0
1562,6
1563,5
1564,4
1565,3
1566,1
1567,4
1568,5
1569,2
1570,2
1571,4
1572,4
1573,6
1574,6
1575,0
1576,2
1577,3
1578,6
1579,3
1580,3
1581,6
1582,6
1583,2
1584,4
1585,6
1586,2
1587,4
1588,3
1589,4
1590,4
1591,5
1592,6
1593,0
1594,2
1595,2
1596,6
1597,3
1598,3
1599,3
1600,6
1601,4
1602,6
1603,3
1604,0
1605,0
1606,6
1607,5
1608,0
1609,2
1610,4
1611,6
1612,2
1613,3
1614,3
1615,2
1616,2
1617,6
1618,6
1619,3
1620,3
1621,6
1622,4
1623,6
1624,6
1625,3
1626,2
1627,4
1628,3
1629,3
1630,0
1631,2
1632,6
1633,3
1634,3
1635,4
1636,6
1637,6
1638,4
1639,4
1640,4
1641,4
1642,3
1643,3
1644,6
1645,4
1646,5
1647,5
1648,2
1649,4
1650,5
1651,5
1652,3
1653,3
1654,6
1655,3
1656,0
1657,6
1658,3
1659,0
1660,1
1661,6
1662,0
1663,0
1664,4
1665,5
1666,4
1667,4
1668,4
1669,4
1670,6
1671,4
1672,5
1673,3
1674,6
1675,6
1676,6
1677,2
1678,5
1679,5
1680,6
1681,5
1682,2
1683,3
1684,5
1685,0
1686,6
1687,4
1688,4
1689,4
1690,0
1691,6
1692,1
1693,4
1694,3
1695,6
1696,0
1697,3
1698,3
1699,2
1700,2
1701,4
1702,3
1703,0
1704,4
1705,3
1706,6
1707,3
1708,3
1709,4
1710,5
1711,0
1712,4
1713,5
1714,0
1715,3
1716,3
1717,6
1718,5
1719,1
1720,4
1721,5
1722,2
1723,0
1724,6
1725,5
1726,6
1727,3
1728,6
1729,4
1730,4
1731,6
1732,2
1733,4
1734,0
1735,4
1736,4
1737,6
1738,0
1739,5
1740,1
1741,2
1742,5
1743,3
1744,0
1745,6
1746,2
1747,4
1748,6
1749,0
1750,6
1751,0
1752,5
1753,2
1754,3
1755,0
1756,4
1757,3
1758,4
1759,4
1760,6
1761,0
1762,3
1763,2
1764,6
1765,2
1766,5
1767,3
1768,5
1769,4
1770,6
1771,2
1772,3
1773,2
1774,6
1775,3
1776,6
1777,0
1778,3
1779,6
1780,5
1781,6
1782,3
1783,4
1784,2
1785,3
1786,5
1787,4
1788,5
1789,0
1790,6
1791,3
1792,3
1793,3
1794,4
1795,6
1796,5
1797,0
1798,5
1799,3
1800,4
1801,3
1802,4
1803,0
1804,6
1805,6
1806,4
1807,2
1808,3
1809,5
1810,0
1811,5
1812,3
1813,0
1814,2
1815,2
1816,2
1817,5
1818,6
1819,3
1820,4
1821,0
1822,0
1823,0
1824,4
1825,6
1826,3
1827,6
1828,5
1829,6
1830,6
1831,4
1832,3
1833,2
1834,4
1835,4
1836,2
1837,6
1838,6
1839,0
1840,4
1841,1
1842,6
1843,2
1844,4
1845,3
1846,4
1847,4
1848,2
1849,0
1850,6
1851,3
1852,6
1853,6
1854,4
1855,0
1856,3
1857,3
1858,5
1859,5
1860,3
1861,4
1862,3
1863,2
1864,5
1865,2
1866,2
1867,4
1868,3
1869,2
1870,2
1871,6
1872,6
1873,4
1874,4
1875,0
1876,3
1877,5
1878,3
1879,6
1880,4
1881,5
1882,6
1883,6
1884,4
1885,4
1886,4
1887,6
1888,2
1889,5
1890,5
1891,4
1892,0
1893,3
1894,6
1895,3
1896,0
1897,4
1898,4
1899,3
1900,2
1901,0
1902,4
1903,2
1904,4
1905,6
1906,6
1907,6
1908,3
1909,6
1910,3
1911,6
1912,3
1913,3
1914,5
1915,6
1916,5
1917,2
1918,6
1919,5
1920,4
1921,5
1922,4
1923,3
1924,6
1925,6
1926,2
1927,3
1928,3
1929,4
1930,2
1931,5
1932,2
1933,4
1934,2
1935,6
1936,3
1937,2
1938,4
1939,6
1940,0
1941,3
1942,6
1943,3
1944,6
1945,0
1946,4
1947,4
1948,3
1949,0
1950,2
1951,3
1952,2
1953,4
1954,3
1955,6
1956,4
1957,4
1958,6
1959,3
1960,5
1961,4
1962,6
1963,3
1964,4
1965,4
1966,3
1967,6
1968,2
1969,0
1970,3
1971,4
1972,5
1973,3
1974,6
1975,2
1976,6
1977,4
1978,6
1979,3
1980,3
1981,0
1982,4
1983,4
1984,3
1985,6
1986,2
1987,0
1988,3
1989,5
1990,2
1991,5
1992,3
1993,4
1994,6
1995,3
1996,3
1997,4
1998,6
1999,2
2000,3
2001,3
2002,6
2003,4
2004,6
2005,5
2006,6
2007,2
2008,2
2009,6
2010,1
2011,4
2012,2
2013,6
2014,2
2015,6
2016,5
2017,2
2018,2
2019,6
2020,2
2021,4
2022,2
2023,2
2024,4
2025,5
2026,0
2027,2
2028,3
2029,3
2030,5
2031,6
2032,2
2033,4
2034,2
2035,4
2036,2
2037,0
2038,2
2039,2
2040,3
2041,0
2042,5
2043,4
2044,2
2045,4
2046,3
2047,2
2048,4
2049,5
2050,3
2051,3
2052,1
2053,4
2054,6
2055,2
2056,3
2057,6
2058,4
2059,3
2060,5
2061,2
2062,3
2063,2
2064,1
2065,2
2066,6
2067,3
2068,5
2069,5
2070,3
2071,3
2072,1
2073,6
2074,4
2075,2
2076,4
2077,5
2078,0
2079,6
2080,4
2081,5
2082,2
2083,2
2084,6
2085,5
2086,3
2087,3
2088,0
2089,4
2090,6
2091,2
2092,2
2093,3
2094,4
2095,3
2096,5
2097,4
2098,3
2099,6
2100,4
2101,6
2102,5
2103,3
2104,2
2105,3
2106,3
2107,3
2108,4
2109,4
2110,5
2111,3
2112,2
2113,6
2114,3
2115,0
2116,3
2117,3
2118,3
2119,1
2120,0
2121,3
2122,3
2123,4
2124,6
2125,2
2126,2
2127,0
2128,6
2129,0
2130,6
2131,0
2132,6
2133,0
2134,6
2135,6
2136,4
2137,4
2138,6
2139,6
2140,3
2141,4
2142,2
2143,0
2144,3
2145,3
2146,0
2147,3
2148,2
2149,0
2150,0
2151,6
2152,3
2153,6
2154,2
2155,3
2156,5
2157,5
2158,3
2159,0
2160,3
2161,3
2162,0
2163,4
2164,5
2165,0
2166,3
2167,5
2168,4
2169,6
2170,2
2171,4
2172,3
2173,5
2174,6
2175,6
2176,3
2177,3
2178,0
2179,6
2180,0
2181,2
2182,2
2183,6
2184,2
2185,2
2186,6
2187,6
2188,2
2189,4
2190,5
2191,4
2192,6
2193,3
2194,4
2195,2
2196,2
2197,3
2198,6
2199,3
2200,3
2201,5
2202,1
2203,3
2204,3
2205,2
2206,0
2207,6
2208,3
2209,6
2210,6
2211,3
2212,3
2213,4
2214,0
2215,0
2216,2
2217,0
2218,5
2219,1
2220,5
2221,3
2222,0
2223,6
2224,6
2225,2
2226,5
2227,4
2228,2
2229,4
2230,2
2231,6
2232,2
2233,0
2234,5
2235,3
2236,6
2237,0
2238,6
2239,3
2240,5
2241,6
2242,3
2243,3
2244,3
2245,0
2246,3
2247,0
2248,6
2249,6
2250,6
2251,3
2252,3
2253,3
2254,0
2255,0
2256,0
2257,0
2258,3
2259,4
2260,2
2261,3
2262,6
2263,0
2264,6
2265,6
2266,3
2267,0
2268,6
2269,0
2270,3
2271,6
2272,4
2273,2
2274,0
2275,6
2276,3
2277,3
2278,6
2279,0
2280,5
2281,3
2282,4
2283,4
2284,5
2285,6
2286,2
2287,4
2288,3
2289,6
2290,4
2291,3
2292,3
2293,3
2294,3
2295,3
2296,3
2297,6
2298,6
2299,5
2300,6
2301,6
2302,6
2303,3
2304,0
2305,4
2306,6
2307,3
2308,3
2309,3
2310,3
2311,4
2312,5
2313,3
2314,6
2315,0
2316,5
2317,0
2318,6
2319,4
2320,6
2321,4
2322,2
2323,4
2324,2
2325,2
2326,3
2327,4
2328,5
2329,0
2330,6
2331,4
2332,6
2333,4
2334,3
2335,6
2336,0
2337,4
2338,5
2339,6
2340,6
2341,3
2342,3
2343,3
2344,4
2345,5
2346,4
2347,3
2348,3
2349,3
2350,3
2351,0
2352,3
2353,3
2354,6
2355,4
2356,0
2357,3
2358,6
2359,6
2360,3
2361,6
2362,6
2363,3
2364,6
2365,3
2366,6
2367,0
2368,5
2369,3
2370,2
2371,3
2372,4
2373,4
2374,4
2375,5
2376,3
2377,4
2378,3
2379,6
2380,2
2381,5
2382,5
2383,6
2384,2
2385,3
2386,0
2387,6
2388,5
2389,6
2390,4
2391,6
2392,6
2393,5
2394,6
2395,6
2396,4
2397,2
2398,3
2399,3
2400,4
2401,2
2402,4
2403,3
2404,4
2405,3
2406,2
2407,2
2408,3
2409,3
2410,3
2411,1
2412,3
2413,3
2414,2
2415,3
2416,0
2417,2
2418,3
2419,3
2420,0
2421,6
2422,3
2423,2
2424,5
2425,5
2426,4
2427,3
2428,3
2429,3
2430,6
2431,3
2432,3
2433,2
2434,5
2435,6
2436,3
2437,3
2438,5
2439,3
2440,6
2441,3
2442,0
2443,3
2444,0
2445,0
2446,2
2447,6
2448,2
2449,0
2450,5
2451,0
2452,6
2453,0
2454,3
2455,4
2456,4
2457,0
2458,6
2459,3
2460,3
2461,0
2462,3
2463,5
2464,2
2465,4
2466,4
2467,4
2468,3
2469,3
2470,4
2471,2
2472,5
2473,2
2474,4
2475,2
2476,5
2477,0
2478,4
2479,2
2480,6
2481,0
2482,0
2483,5
2484,4
2485,5
2486,6
2487,1
2488,6
2489,5
2490,5
2491,5
2492,0
2493,5
2494,6
2495,6
2496,4
2497,5
2498,0
2499,2
2500,6
2501,0
2502,4
2503,2
2504,4
2505,2
2506,6
2507,3
2508,4
2509,3
2510,3
2511,2
2512,6
2513,4
2514,5
2515,4
2516,6
2517,5
2518,6
2519,2
2520,2
2521,6
2522,3
2523,0
2524,2
2525,3
2526,4
2527,3
2528,4
2529,2
2530,3
2531,5
2532,6
2533,3
2534,3
2535,6
2536,3
2537,5
2538,4
2539,6
2540,6
2541,3
2542,3
2543,1
2544,0
2545,4
2546,3
2547,3
2548,4
2549,3
2550,2
2551,4
2552,2
2553,0
2554,4
2555,2
2556,4
2557,6
2558,4
2559,0
2560,6
2561,2
2562,3
2563,4
2564,3
2565,3
2566,6
2567,3
2568,4
2569,6
2570,2
2571,0
2572,6
2573,3
2574,4
2575,3
2576,3
2577,6
2578,4
2579,3
2580,6
2581,4
2582,6
2583,3
2584,6
2585,5
2586,3
2587,0
2588,3
2589,4
2590,5
2591,6
2592,3
2593,4
2594,0
2595,5
2596,5
2597,4
2598,2
2599,5
2600,3
2601,2
2602,6
2603,4
2604,5
2605,2
2606,6
2607,3
2608,4
2609,6
2610,4
2611,3
2612,4
2613,1
2614,6
2615,5
2616,0
2617,3
2618,0
2619,4
2620,3
2621,2
2622,2
2623,4
2624,0
2625,3
2626,6
2627,3
2628,3
2629,0
2630,3
2631,5
2632,4
2633,6
2634,6
2635,5
2636,5
2637,3
2638,6
2639,5
2640,4
2641,4
2642,0
2643,0
2644,5
2645,5
2646,4
2647,6
2648,5
2649,4
2650,5
2651,6
2652,3
2653,4
2654,3
2655,6
2656,6
2657,3
2658,6
2659,1
2660,6
2661,4
2662,6
2663,5
2664,6
2665,0
2666,0
2667,3
2668,0
2669,4
2670,4
2671,2
2672,6
2673,2
2674,2
2675,3
2676,6
2677,3
2678,0
2679,6
2680,3
2681,2
2682,5
2683,0
2684,6
2685,4
2686,4
2687,1
2688,6
2689,2
2690,6
2691,0
2692,4
2693,3
2694,4
2695,3
2696,5
2697,4
2698,4
2699,4
2700,4
2701,3
2702,2
2703,2
2704,6
2705,3
2706,5
2707,6
2708,2
2709,6
2710,6
2711,6
2712,0
2713,3
2714,5
2715,5
2716,6
2717,2
2718,0
2719,6
2720,0
2721,4
2722,2
2723,3
2724,5
2725,6
2726,0
2727,6
2728,6
2729,3
2730,6
2731,3
2732,6
2733,4
2734,6
2735,6
2736,6
2737,2
2738,4
2739,5
2740,0
2741,4
2742,5
2743,3
2744,6
2745,3
2746,3
2747,2
2748,3
2749,3
2750,4
2751,5
2752,2
2753,3
2754,5
2755,5
2756,2
2757,3
2758,6
2759,0
2760,3
2761,4
2762,6
2763,4
2764,5
2765,4
2766,6
2767,6
2768,4
2769,4
2770,5
2771,3
2772,4
2773,3
2774,4
2775,0
2776,0
2777,0
2778,5
2779,6
2780,4
2781,6
2782,3
2783,6
2784,2
2785,0
2786,6
2787,2
2788,2
2789,2
2790,3
2791,5
2792,0
2793,6
2794,3
2795,2
2796,3
2797,4
2798,6
2799,0
2800,3
2801,2
2802,4
2803,5
2804,5
2805,3
2806,0
2807,6
2808,6
2809,0
2810,4
2811,2
2812,4
2813,6
2814,5
2815,3
2816,4
2817,4
2818,2
2819,3
2820,4
2821,0
2822,6
2823,3
2824,5
2825,2
2826,0
2827,2
2828,0
2829,0
2830,4
2831,3
2832,6
2833,2
2834,4
2835,4
2836,5
2837,2
2838,6
2839,0
2840,3
2841,5
2842,3
2843,5
2844,2
2845,3
2846,2
2847,2
2848,3
2849,3
2850,5
2851,4
2852,6
2853,2
2854,5
2855,2
2856,6
2857,2
2858,5
2859,2
2860,2
2861,5
2862,3
2863,3
2864,3
2865,3
2866,0
2867,6
2868,6
2869,3
2870,2
2871,2
2872,0
2873,2
2874,4
2875,0
2876,6
2877,2
2878,2
2879,3
2880,4
2881,5
2882,6
2883,0
2884,6
2885,5
2886,0
2887,5
2888,6
2889,3
2890,2
2891,4
2892,4
2893,3
2894,4
2895,1
2896,4
2897,3
2898,5
2899,2
2900,3
2901,2
2902,3
2903,5
2904,2
2905,6
2906,2
2907,3
2908,3
2909,2
2910,6
2911,3
2912,0
2913,2
2914,3
2915,4
2916,6
2917,6
2918,3
2919,2
2920,3
2921,4
2922,5
2923,3
2924,5
2925,4
2926,6
2927,3
2928,6
2929,4
2930,5
2931,6
2932,3
2933,4
2934,3
2935,4
2936,4
2937,4
2938,6
2939,0
2940,3
2941,4
2942,0
2943,0
2944,4
2945,4
2946,6
2947,4
2948,5
2949,1
2950,3
2951,3
2952,2
2953,5
2954,4
2955,6
2956,6
2957,6
2958,0
2959,0
2960,0
2961,3
2962,5
2963,4
2964,5
2965,3
2966,4
2967,2
2968,2
2969,2
2970,3
2971,3
2972,5
2973,6
2974,0
2975,4
2976,6
2977,5
2978,3
2979,2
2980,2
2981,3
2982,3
2983,2
2984,3
2985,0
2986,4
2987,3
2988,0
2989,0
2990,5
2991,0
2992,2
2993,0
2994,2
2995,6
2996,6
2997,4
