TestDataID,Rating
327,3.05883
328,3.19488
329,2.07949
330,3.37331
331,2.97599
332,3.59822
333,3.66271
334,4.31519
335,3.40312
336,2.76297
337,2.24705
338,3.15702
339,3.39993
340,3.01713
341,2.97282
342,1.38018
343,3.70299
344,3.30031
345,2.9449
346,2.77806
347,2.59436
348,3.29708
349,3.30465
350,3.04686
351,2.49317
352,3.66905
353,2.56101
354,3.32438
355,2.71692
356,3.80549
357,2.68794
358,2.01274
359,3.55458
360,2.79192
361,2.8889
362,3.28801
363,2.26768
364,2.06015
365,2.98859
366,2.9668
367,3.00485
368,2.80664
369,4.90347
370,4.63366
371,4.42812
372,4.61203
373,4.15609
374,3.8325
375,4.22973
376,4.16434
377,4.21879
378,4.21004
379,4.38776
380,3.63566
381,4.04643
382,3.71109
383,4.42222
384,2.87237
385,3.97793
386,3.49258
387,4.16035
388,3.28594
389,4.28193
390,4.19816
391,3.63641
392,3.15804
393,3.94615
394,3.96674
395,4.16927
396,2.82705
397,3.41811
398,2.98197
399,4.32266
400,3.71121
401,3.79805
402,3.03636
403,3.02966
404,3.50653
405,3.66331
406,3.43362
407,4.11232
408,4.04744
409,3.25813
410,3.7433
411,3.83362
412,4.25046
413,4.4029
414,3.78607
415,3.94404
416,3.50469
417,3.59508
418,4.02556
419,3.99001
420,1.824
421,3.60121
422,3.88957
423,3.54741
424,3.73085
425,4.18614
426,3.6256
427,4.1438
428,3.64295
429,3.93405
430,3.83216
431,3.66358
432,3.50671
433,3.09858
434,3.11362
435,3.05291
436,2.95367
437,3.44429
438,4.03001
439,3.49413
440,3.47773
441,3.79542
442,3.82687
443,3.75519
444,3.46016
445,2.95831
446,3.27208
447,3.95452
448,3.45894
449,3.72805
450,3.81921
451,3.32259
452,3.1263
453,3.26497
454,3.68773
455,3.25859
456,3.1536
457,3.44616
458,3.37233
459,3.63225
460,3.64336
461,3.26122
462,3.83987
463,3.92751
464,3.49835
465,3.73529
466,4.12243
467,3.2281
468,3.4709
469,3.63808
470,3.79492
471,3.83938
472,3.43815
473,3.38167
474,3.84263
475,3.53061
476,3.18064
477,3.65168
478,3.23948
479,3.67072
480,3.37505
481,3.58766
482,3.44375
483,4.22109
484,4.69577
485,4.99961
486,4.00069
487,4.4664
488,4.32717
489,4.00026
490,3.25231
491,4.26872
492,3.807
493,4.03918
494,3.65484
495,3.2236
496,3.48222
497,4.15654
498,2.91086
499,3.12189
500,3.85448
501,4.56552
502,4.09075
503,3.77354
504,3.97818
505,3.79147
506,3.77696
507,4.32449
508,4.48967
509,4.02615
510,3.6987
511,4.46105
512,4.26434
513,3.94053
514,4.04872
515,4.0919
516,3.80804
517,4.45636
518,3.66364
519,4.80458
520,3.69751
521,3.9919
522,4.23359
523,4.01253
524,3.66604
525,3.43139
526,3.85343
527,4.49469
528,4.27637
529,4.72625
530,3.73757
531,4.09259
532,4.5738
533,4.00952
534,4.39975
535,3.9592
536,3.40178
537,1.78806
538,4.68452
539,3.78462
540,3.65034
541,3.77522
542,4.101
543,3.29265
544,2.78853
545,2.0658
546,3.86739
547,3.86617
548,3.26424
549,3.16084
550,2.77277
551,3.75325
552,1.93456
553,3.49608
554,1.72202
555,4.29487
556,3.33472
557,4.21029
558,3.73694
559,3.5314
560,3.61775
561,4.25293
562,2.53809
563,3.31571
564,3.78657
565,3.75178
566,3.93067
567,4.13064
568,3.75668
569,3.48039
570,3.78506
571,4.12832
572,3.3973
573,4.0731
574,3.04566
575,3.93228
576,3.9235
577,3.45562
578,3.86317
579,3.96136
580,3.03229
581,4.44283
582,3.67037
583,3.87538
584,3.7833
585,4.10278
586,3.74704
587,3.83893
588,3.22695
589,3.75965
590,3.43181
591,4.34895
592,4.78413
593,3.94282
594,3.3501
595,3.43413
596,4.63215
597,4.51802
598,3.62271
599,3.89872
600,3.32118
601,4.64764
602,3.60468
603,4.0826
604,3.3132
605,2.7572
606,3.81664
607,4.08395
608,3.59657
609,3.01711
610,3.93899
611,4.27907
612,3.21707
613,3.8084
614,2.93801
615,2.52821
616,3.34862
617,2.96261
618,3.01926
619,3.46694
620,3.66365
621,2.95323
622,2.74752
623,2.997
624,2.74717
625,3.13364
626,2.3193
627,3.53675
628,2.11738
629,3.49082
630,3.75614
631,3.11943
632,3.78837
633,2.70542
634,2.92665
635,1.99293
636,3.62888
637,3.70401
638,3.41756
639,2.73448
640,2.90489
641,2.60234
642,4.00001
643,3.48212
644,3.82405
645,4.7433
646,4.14704
647,4.40593
648,3.97399
649,2.70136
650,3.53268
651,3.31413
652,2.85895
653,2.94232
654,3.56058
655,3.51076
656,3.37709
657,3.93328
658,2.65305
659,2.27442
660,3.31296
661,3.89771
662,3.60166
663,3.73181
664,2.68767
665,3.87871
666,2.77789
667,3.24964
668,2.93656
669,3.19461
670,3.04213
671,3.69998
672,3.32603
673,3.11078
674,2.81649
675,2.33965
676,2.66277
677,2.87022
678,2.41708
679,3.628
680,2.76458
681,2.05558
682,2.88273
683,2.90207
684,3.59056
685,2.72314
686,2.75782
687,1.97434
688,2.32949
689,2.48832
690,1.88262
691,3.32651
692,3.58254
693,3.38022
694,3.53417
695,3.06797
696,3.33214
697,3.16282
698,3.36888
699,3.7334
700,3.92457
701,2.04276
702,3.06734
703,4.12342
704,3.55611
705,3.84495
706,3.27213
707,4.3541
708,3.14487
709,3.94936
710,3.21775
711,3.65685
712,4.30679
713,3.92673
714,3.41543
715,3.44885
716,2.80361
717,1.58312
718,2.01369
719,3.68071
720,3.84149
721,3.98326
722,3.62547
723,3.68003
724,3.38612
725,3.60336
726,3.20513
727,3.65635
728,4.72113
729,3.37254
730,3.59332
731,3.63909
732,3.91758
733,4.02955
734,4.42855
735,5.0
736,4.49544
737,4.64162
738,4.15414
739,4.60833
740,3.91452
741,4.35483
742,3.63551
743,3.17993
744,5.0
745,4.08672
746,4.57917
747,5.0
748,3.84899
749,4.28577
750,4.63303
751,4.51266
752,4.21582
753,2.90866
754,4.76805
755,3.89139
756,4.36308
757,2.90944
758,4.24266
759,3.99348
760,4.65591
761,3.80883
762,3.23853
763,4.27913
764,4.20173
765,4.1841
766,4.83762
767,4.73572
768,2.78634
769,4.79631
770,4.34871
771,2.658
772,4.47416
773,4.44401
774,4.31121
775,3.53524
776,4.83001
777,3.2377
778,4.11747
779,4.37221
780,4.72596
781,4.08087
782,3.01653
783,4.59714
784,3.9713
785,4.43336
786,4.67646
787,4.6543
788,4.95986
789,5.0
790,3.46477
791,3.41521
792,4.49488
793,5.0
794,4.77071
795,4.68342
796,4.72681
797,5.0
798,4.05035
799,4.5292
800,4.42169
801,3.79351
802,4.31529
803,4.37275
804,3.90203
805,4.05644
806,2.90426
807,1.81773
808,4.51343
809,2.14337
810,3.88637
811,3.72831
812,1.93423
813,4.50097
814,4.84335
815,4.61692
816,4.29098
817,4.86605
818,4.07902
819,3.31546
820,4.17755
821,4.76437
822,3.41813
823,3.4681
824,4.21637
825,4.48683
826,4.09527
827,3.00799
828,4.17945
829,4.23696
830,4.25517
831,2.23216
832,3.59941
833,4.21792
834,3.93358
835,3.24873
836,4.54577
837,3.30619
838,4.15038
839,4.37243
840,2.87136
841,4.15862
842,2.77874
843,3.79476
844,4.44731
845,4.57317
846,4.19532
847,4.04066
848,2.96311
849,2.69515
850,3.911
851,4.11425
852,4.29418
853,4.62416
854,3.45143
855,4.87893
856,4.97618
857,4.72348
858,4.93251
859,4.68076
860,3.37189
861,3.0072
862,3.53747
863,3.38613
864,3.79873
865,3.18834
866,3.93113
867,3.82676
868,3.71362
869,1.92796
870,3.75212
871,3.54572
872,3.80843
873,2.78385
874,3.97381
875,3.5744
876,3.79032
877,3.45777
878,2.98029
879,3.83296
880,3.82071
881,3.43175
882,3.39895
883,4.80154
884,3.95951
885,2.91376
886,3.44395
887,3.22433
888,3.58858
889,3.75797
890,3.4554
891,2.47329
892,3.53842
893,3.62015
894,2.93807
895,3.63447
896,4.18842
897,3.52
898,2.91495
899,3.50154
900,3.87332
901,4.19974
902,4.17721
903,3.27151
904,3.1112
905,3.05274
906,4.30223
907,3.69201
908,4.26882
909,3.94859
910,3.45215
911,3.84581
912,4.12102
913,3.26909
914,3.56628
915,3.74845
916,2.64965
917,2.45866
918,3.38383
919,3.10225
920,3.3521
921,4.09855
922,3.97881
923,3.6265
924,3.91664
925,3.5912
926,3.90065
927,3.62195
928,2.75373
929,3.29479
930,3.3038
931,3.78525
932,3.33103
933,3.66491
934,2.53029
935,3.94131
936,3.88386
937,4.04811
938,3.49085
939,3.77672
940,3.73824
941,4.2093
942,3.1709
943,3.83675
944,3.95382
945,3.56914
946,3.49371
947,1.79032
948,2.75066
949,4.06579
950,2.62444
951,3.42568
952,3.92114
953,4.60032
954,4.63296
955,4.24203
956,4.57494
957,4.83836
958,4.54797
959,4.96973
960,4.55958
961,4.40329
962,4.12485
963,4.59432
964,4.90223
965,4.7489
966,4.47544
967,4.82764
968,4.12905
969,4.45182
970,4.05477
971,4.20819
972,3.79811
973,4.35152
974,5.0
975,3.35959
976,4.91358
977,3.37544
978,3.39829
979,3.99384
980,3.85823
981,3.56655
982,3.81267
983,3.84172
984,3.72923
985,3.6206
986,2.53044
987,2.45274
988,3.92729
989,4.09858
990,3.954
991,3.28498
992,3.75813
993,1.78808
994,1.56177
995,3.51072
996,3.3438
997,2.08053
998,3.44134
999,3.28024
1000,2.48353
1001,4.07359
1002,2.62239
1003,2.3826
1004,3.86913
1005,4.54264
1006,2.88307
1007,3.16321
1008,2.96422
1009,3.1089
1010,4.64277
1011,4.268
1012,4.52591
1013,3.78233
1014,3.77575
1015,4.6095
1016,3.90205
1017,3.68629
1018,3.71931
1019,3.64434
1020,4.43027
1021,4.2683
1022,4.50854
1023,4.22211
1024,4.30615
1025,4.27293
1026,3.80602
1027,3.28243
1028,3.52689
1029,4.10928
1030,4.14488
1031,4.23575
1032,5.0
1033,4.09397
1034,3.84325
1035,3.43216
1036,4.64806
1037,4.71041
1038,4.1851
1039,4.75217
1040,3.35183
1041,3.71965
1042,4.60325
1043,4.63985
1044,2.59967
1045,2.37015
1046,3.31806
1047,4.08509
1048,3.62692
1049,2.91701
1050,2.98188
1051,3.5576
1052,3.65941
1053,3.51899
1054,3.73518
1055,4.08087
1056,3.32403
1057,3.74706
1058,3.45957
1059,3.63257
1060,4.22471
1061,3.80442
1062,3.12616
1063,3.57909
1064,3.92084
1065,2.5814
1066,3.58698
1067,3.86393
1068,3.15546
1069,4.27961
1070,4.3107
1071,3.52028
1072,4.71036
1073,4.41542
1074,4.54266
1075,4.41086
1076,3.42488
1077,4.77067
1078,3.10593
1079,4.16289
1080,3.87918
1081,4.02949
1082,3.90478
1083,4.61405
1084,4.39004
1085,3.96132
1086,3.97039
1087,3.17956
1088,4.10782
1089,2.1516
1090,3.46375
1091,3.71558
1092,2.0264
1093,3.83115
1094,2.84531
1095,3.72602
1096,4.08445
1097,2.99072
1098,3.02789
1099,4.4443
1100,4.65419
1101,2.99699
1102,3.96951
1103,4.25235
1104,3.96579
1105,3.49456
1106,4.34333
1107,2.6997
1108,3.00852
1109,4.25171
1110,3.47744
1111,4.39659
1112,3.96726
1113,4.05121
1114,4.18239
1115,4.2938
1116,4.03948
1117,4.0992
1118,3.6417
1119,2.27329
1120,4.65461
1121,4.5081
1122,3.93825
1123,4.15244
1124,4.73811
1125,3.7465
1126,3.14692
1127,4.3886
1128,3.22738
1129,3.48181
1130,4.07386
1131,3.77425
1132,3.51842
1133,2.74664
1134,3.79378
1135,3.41442
1136,2.94698
1137,4.01762
1138,3.69844
1139,3.63098
1140,3.87673
1141,3.32689
1142,3.18699
1143,3.16662
1144,3.58578
1145,3.50918
1146,3.45109
1147,3.6912
1148,3.32403
1149,3.34028
1150,3.51844
1151,2.72222
1152,3.83164
1153,4.02504
1154,3.04764
1155,4.42437
1156,4.37381
1157,4.75839
1158,3.24818
1159,3.25833
1160,2.93713
1161,2.47402
1162,3.73371
1163,1.96838
1164,3.03762
1165,3.06242
1166,1.9748
1167,2.99979
1168,2.61927
1169,3.43348
1170,2.86547
1171,2.64765
1172,3.10228
1173,1.71414
1174,2.83494
1175,2.12078
1176,2.26088
1177,2.10102
1178,3.57517
1179,2.50192
1180,3.66656
1181,3.09091
1182,2.99143
1183,2.35957
1184,2.73999
1185,3.44377
1186,2.54036
1187,2.73789
1188,2.67488
1189,3.16881
1190,2.76832
1191,3.04669
1192,3.27447
1193,3.64103
1194,1.45243
1195,3.55296
1196,3.92144
1197,3.56383
1198,3.29397
1199,3.77265
1200,1.77015
1201,2.92972
1202,1.19198
1203,2.71125
1204,2.74813
1205,3.26113
1206,2.67083
1207,3.55322
1208,3.94227
1209,3.20632
1210,3.41827
1211,3.59541
1212,4.35475
1213,3.52112
1214,3.56299
1215,3.94697
1216,3.4578
1217,3.30228
1218,4.14188
1219,3.09487
1220,4.04141
1221,2.65041
1222,3.83474
1223,3.6981
1224,3.70539
1225,3.97389
1226,3.66949
1227,3.83986
1228,3.73291
1229,3.41066
1230,3.44893
1231,3.73021
1232,4.62571
1233,4.10582
1234,4.48172
1235,4.40059
1236,4.5846
1237,4.22476
1238,4.07106
1239,4.88484
1240,4.78615
1241,4.27333
1242,3.73382
1243,4.66068
1244,4.21557
1245,4.12699
1246,4.17472
1247,4.62156
1248,4.56805
1249,4.57829
1250,4.37026
1251,4.4173
1252,3.21907
1253,3.52118
1254,3.85075
1255,3.95025
1256,3.20441
1257,2.74373
1258,1.71533
1259,3.1957
1260,3.6017
1261,3.64333
1262,2.85063
1263,3.7726
1264,2.15543
1265,2.74398
1266,3.35437
1267,2.4218
1268,3.95396
1269,3.37804
1270,5.0
1271,4.53009
1272,4.58688
1273,4.66935
1274,4.49646
1275,4.63979
1276,4.23678
1277,5.0
1278,4.65201
1279,4.84352
1280,4.88998
1281,4.31255
1282,2.35666
1283,3.2887
1284,3.70136
1285,4.15112
1286,2.75872
1287,2.79472
1288,2.6291
1289,2.22096
1290,3.34679
1291,2.36234
1292,3.79855
1293,3.75837
1294,3.72143
1295,5.0
1296,4.9813
1297,4.05362
1298,4.90154
1299,4.69349
1300,4.05434
1301,2.99881
1302,4.33704
1303,4.0455
1304,4.36653
1305,4.85219
1306,2.97296
1307,4.62109
1308,3.62968
1309,2.96521
1310,3.9225
1311,4.37885
1312,4.61969
1313,3.68733
1314,4.69006
1315,3.84835
1316,4.08244
1317,4.92958
1318,4.36387
1319,3.64022
1320,3.69203
1321,4.16592
1322,3.90252
1323,4.01378
1324,3.99733
1325,4.2808
1326,4.1665
1327,4.13783
1328,3.73754
1329,3.53313
1330,3.60562
1331,3.73753
1332,3.71111
1333,3.83436
1334,3.53382
1335,2.04687
1336,4.42789
1337,3.91982
1338,4.09679
1339,4.42335
1340,4.05636
1341,4.1367
1342,3.26811
1343,4.18432
1344,3.80348
1345,3.98681
1346,3.92133
1347,3.00412
1348,4.36882
1349,3.35503
1350,2.48938
1351,2.67962
1352,2.42139
1353,4.84923
1354,4.56836
1355,3.88594
1356,3.5673
1357,3.73623
1358,4.4654
1359,4.45366
1360,3.87505
1361,1.64514
1362,5.0
1363,4.12092
1364,4.08539
1365,4.38639
1366,4.54854
1367,4.77345
1368,4.52487
1369,3.93146
1370,3.50024
1371,2.87911
1372,3.31443
1373,3.81632
1374,3.30541
1375,4.01676
1376,2.82679
1377,3.52125
1378,3.62402
1379,3.06287
1380,3.92588
1381,4.18619
1382,3.72184
1383,4.1387
1384,2.80852
1385,3.07032
1386,3.62617
1387,3.59816
1388,3.95575
1389,3.75597
1390,3.86719
1391,2.64517
1392,3.00627
1393,3.49449
1394,3.6659
1395,4.4682
1396,3.86342
1397,2.42981
1398,4.41918
1399,4.52869
1400,4.0948
1401,3.55442
1402,3.31462
1403,3.84032
1404,4.37975
1405,4.11145
1406,3.22432
1407,2.56075
1408,3.21044
1409,3.46236
1410,3.32014
1411,2.01676
1412,3.65857
1413,3.64446
1414,2.81044
1415,3.74002
1416,3.21663
1417,2.1513
1418,3.05191
1419,3.82983
1420,3.10985
1421,3.03585
1422,2.06429
1423,3.81495
1424,3.21227
1425,2.49052
1426,3.20757
1427,3.53523
1428,3.9038
1429,3.53381
1430,3.32358
1431,3.11184
1432,3.67439
1433,3.31465
1434,2.74982
1435,3.26039
1436,3.83167
1437,3.29536
1438,2.96604
1439,2.80698
1440,3.10604
1441,4.65411
1442,3.3065
1443,3.26771
1444,4.29556
1445,3.34281
1446,3.27981
1447,3.45943
1448,3.86987
1449,2.87196
1450,3.32798
1451,3.21859
1452,3.64365
1453,3.49206
1454,3.04302
1455,3.80917
1456,3.69536
1457,3.45735
1458,4.10858
1459,4.76887
1460,3.7307
1461,4.27463
1462,3.39614
1463,3.33362
1464,3.88127
1465,3.48445
1466,3.16294
1467,3.9921
1468,3.88547
1469,4.04651
1470,4.54175
1471,3.763
1472,3.08006
1473,3.7158
1474,3.66536
1475,3.92537
1476,4.00124
1477,3.70803
1478,4.10927
1479,4.13843
1480,2.66137
1481,3.23792
1482,3.26782
1483,3.55462
1484,3.40283
1485,3.61031
1486,2.88085
1487,3.65322
1488,4.66044
1489,3.45951
1490,3.30423
1491,3.88017
1492,2.49817
1493,3.7639
1494,3.7751
1495,4.97316
1496,4.18157
1497,4.53057
1498,4.37486
1499,4.13503
1500,4.33985
1501,4.4348
1502,4.64601
1503,4.66508
1504,3.81108
1505,4.44488
1506,2.98267
1507,3.78719
1508,2.55119
1509,2.97944
1510,3.33776
1511,2.66447
1512,3.91611
1513,3.07599
1514,3.47834
1515,3.5643
1516,3.53139
1517,3.99926
1518,3.70459
1519,3.78734
1520,4.04186
1521,1.94124
1522,3.45482
1523,3.98392
1524,3.8058
1525,3.65134
1526,4.22324
1527,4.12355
1528,3.59454
1529,3.62846
1530,3.89909
1531,2.50875
1532,2.93191
1533,4.06194
1534,3.53241
1535,3.58933
1536,3.42404
1537,2.7437
1538,1.83163
1539,3.47198
1540,3.13384
1541,3.20165
1542,2.54704
1543,3.50245
1544,1.90031
1545,3.46862
1546,3.14678
1547,2.74594
1548,3.9929
1549,3.48358
1550,3.44219
1551,3.7571
1552,4.48742
1553,3.5167
1554,3.20658
1555,3.84645
1556,3.79601
1557,3.45994
1558,3.722
1559,3.39849
1560,2.68722
1561,3.48528
1562,3.58844
1563,4.26257
1564,4.00957
1565,3.62555
1566,2.67881
1567,2.76642
1568,4.04659
1569,3.25979
1570,3.21652
1571,4.12505
1572,4.06071
1573,4.30903
1574,4.77471
1575,4.39423
1576,4.62926
1577,3.75682
1578,4.43399
1579,3.26419
1580,4.45191
1581,4.31581
1582,4.16092
1583,4.4298
1584,4.15544
1585,4.38997
1586,4.04717
1587,3.237
1588,4.46357
1589,3.06156
1590,4.24125
1591,3.89422
1592,3.67252
1593,3.51942
1594,3.78144
1595,3.91851
1596,4.05736
1597,3.46208
1598,3.64956
1599,3.65921
1600,3.80743
1601,3.69975
1602,3.99539
1603,4.26518
1604,4.7771
1605,3.16939
1606,3.88968
1607,4.40923
1608,3.2713
1609,4.43156
1610,3.78028
1611,3.75637
1612,3.8475
1613,5.0
1614,4.62172
1615,3.95919
1616,4.01806
1617,4.29525
1618,4.3647
1619,4.71314
1620,3.08318
1621,3.49626
1622,4.0825
1623,3.51237
1624,3.91044
1625,4.78897
1626,4.56172
1627,4.44544
1628,4.62239
1629,4.79699
1630,4.46647
1631,4.54619
1632,5.0
1633,4.6019
1634,4.43283
1635,4.81841
1636,3.65641
1637,4.35221
1638,4.80745
1639,4.90684
1640,3.7619
1641,3.91849
1642,2.99686
1643,3.14954
1644,3.99597
1645,3.04333
1646,2.44687
1647,3.98973
1648,3.69687
1649,2.92023
1650,2.46393
1651,2.09936
1652,3.51265
1653,3.42133
1654,2.71704
1655,3.26576
1656,3.50353
1657,3.64751
1658,2.15233
1659,3.99865
1660,3.61328
1661,3.68393
1662,3.62736
1663,2.49075
1664,3.96217
1665,3.96371
1666,4.00705
1667,3.76832
1668,4.18459
1669,3.85941
1670,3.42276
1671,4.21712
1672,3.37593
1673,4.425
1674,3.77726
1675,3.8561
1676,4.15173
1677,3.6924
1678,3.89463
1679,2.1688
1680,4.17312
1681,2.96119
1682,3.48763
1683,4.49516
1684,2.3277
1685,3.99117
1686,4.11625
1687,3.58025
1688,3.12733
1689,3.40525
1690,4.41017
1691,3.81368
1692,4.42084
1693,2.95148
1694,2.68479
1695,2.47849
1696,2.97741
1697,3.04647
1698,1.8758
1699,2.24231
1700,2.8653
1701,1.8165
1702,1.78879
1703,1.87829
1704,2.52216
1705,2.03548
1706,1.97308
1707,4.64012
1708,4.69232
1709,3.67402
1710,3.96805
1711,2.11637
1712,2.38759
1713,2.29871
1714,3.65939
1715,2.62944
1716,3.64148
1717,2.83357
1718,3.54686
1719,2.51165
1720,3.88719
1721,3.67257
1722,3.16889
1723,2.29597
1724,3.86653
1725,1.54164
1726,3.00633
1727,3.28597
1728,3.80691
1729,3.18944
1730,2.32696
1731,3.43847
1732,2.01375
1733,3.37506
1734,3.13179
1735,3.39709
1736,3.17031
1737,2.78504
1738,3.06364
1739,3.88984
1740,2.37762
1741,2.19631
1742,3.20443
1743,2.38647
1744,2.39327
1745,2.70328
1746,3.4159
1747,2.74731
1748,3.27757
1749,3.56931
1750,2.88398
1751,2.62944
1752,3.69627
1753,3.13723
1754,2.9372
1755,3.21247
1756,3.78463
1757,3.44068
1758,3.68093
1759,3.65929
1760,3.70248
1761,3.00229
1762,3.9706
1763,3.76091
1764,3.55412
1765,3.58793
1766,3.34098
1767,4.05838
1768,3.10995
1769,3.48913
1770,3.26522
1771,3.90583
1772,3.57872
1773,3.78866
1774,4.02544
1775,3.81071
1776,3.64329
1777,4.29237
1778,4.11446
1779,3.73415
1780,4.81845
1781,4.80561
1782,4.65939
1783,4.41972
1784,4.3068
1785,4.58493
1786,5.0
1787,3.71099
1788,4.30972
1789,3.84285
1790,4.01585
1791,3.99398
1792,4.18078
1793,3.22972
1794,2.82446
1795,4.2732
1796,4.07094
1797,4.01932
1798,4.32628
1799,4.15334
1800,3.61802
1801,3.86512
1802,3.66829
1803,3.62117
1804,3.9827
1805,2.9044
1806,4.07776
1807,4.53912
1808,3.91761
1809,3.27098
1810,4.36529
1811,4.26595
1812,3.84441
1813,3.75841
1814,3.65086
1815,3.94266
1816,3.19025
1817,3.5939
1818,3.32452
1819,3.2961
1820,3.28019
1821,3.50816
1822,3.4803
1823,4.43921
1824,3.15024
1825,3.1767
1826,2.82345
1827,3.52908
1828,4.29971
1829,3.83693
1830,3.29002
1831,3.49866
1832,4.0539
1833,3.89381
1834,2.83116
1835,3.22931
1836,3.06821
1837,2.96696
1838,1.28832
1839,3.30923
1840,4.06585
1841,4.14801
1842,3.99483
1843,4.4024
1844,4.09188
1845,4.27336
1846,3.91118
1847,4.41063
1848,3.50469
1849,3.74261
1850,3.75879
1851,3.87982
1852,4.15272
1853,2.13399
1854,4.13538
1855,4.02209
1856,3.77485
1857,4.05395
1858,3.1546
1859,4.04954
1860,3.62302
1861,3.84287
1862,4.05738
1863,3.96968
1864,4.25833
1865,4.03636
1866,4.08754
1867,4.33929
1868,3.85027
1869,3.49754
1870,4.21559
1871,3.2428
1872,3.7056
1873,4.0192
1874,4.11117
1875,3.9792
1876,4.08813
